"ly13a","ly13b","ly16a","ly16b","ly18a","ly18b","ly20","ly7"
"ENSMUSG00000081667.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081668.2",31,45,66,50,53,46,69,54
"ENSMUSG00000081669.1",407,243,452,174,142,235,93,300
"ENSMUSG00000081670.1",10,18,13,19,18,11,5,10
"ENSMUSG00000081671.1",8896,5513,6519,6481,10130,5741,6042,5908
"ENSMUSG00000081672.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081673.1",296,228,176,223,228,142,206,270
"ENSMUSG00000081674.1",5,3,4,6,5,8,10,4
"ENSMUSG00000081675.1",22,14,14,22,12,13,8,19
"ENSMUSG00000081676.1",2,1,4,0,1,1,2,5
"ENSMUSG00000081677.1",70,62,75,67,91,56,56,48
"ENSMUSG00000081678.1",1,2,1,0,0,0,0,0
"ENSMUSG00000081679.1",0,0,3,0,0,0,0,1
"ENSMUSG00000081680.1",16,12,14,15,10,15,7,7
"ENSMUSG00000081681.1",2,3,0,10,3,1,0,3
"ENSMUSG00000081683.5",4,19,21,19,13,11,4,16
"ENSMUSG00000081684.4",71,99,189,839,957,92,601,1429
"ENSMUSG00000081685.1",0,2,0,1,1,0,1,1
"ENSMUSG00000081686.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081687.1",0,0,0,0,3,0,0,0
"ENSMUSG00000081688.1",28,19,11,18,23,12,20,26
"ENSMUSG00000081689.1",0,1,0,1,0,0,0,0
"ENSMUSG00000081690.1",0,0,3,0,0,1,0,0
"ENSMUSG00000081691.1",296,169,124,291,295,208,153,331
"ENSMUSG00000081692.1",0,0,0,1,0,0,0,0
"ENSMUSG00000081693.2",48,28,14,51,43,26,20,40
"ENSMUSG00000081694.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081695.1",4851,2393,5122,3438,3897,2716,4727,5694
"ENSMUSG00000081696.2",19,15,21,8,13,8,11,13
"ENSMUSG00000081697.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081698.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081699.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081700.1",506,206,368,318,444,382,457,524
"ENSMUSG00000081701.1",3,0,0,0,1,0,0,0
"ENSMUSG00000081703.1",3313,1659,3865,2165,2446,2051,2657,2954
"ENSMUSG00000081704.1",0,4,0,1,0,3,0,2
"ENSMUSG00000081705.1",148,95,114,100,86,95,121,122
"ENSMUSG00000081706.1",535,273,407,368,487,358,372,497
"ENSMUSG00000081707.1",4,2,7,7,4,3,1,5
"ENSMUSG00000081709.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081711.1",0,0,0,1,0,0,0,0
"ENSMUSG00000081712.1",155,143,84,132,137,81,103,139
"ENSMUSG00000081713.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081714.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081715.1",2191,1193,2254,1580,1661,1384,1552,1961
"ENSMUSG00000081716.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081717.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081718.1",14,55,26,54,54,23,55,48
"ENSMUSG00000081719.1",4,3,3,2,3,2,2,3
"ENSMUSG00000081720.1",0,1,0,0,0,0,1,0
"ENSMUSG00000081721.3",120,83,128,99,75,71,65,61
"ENSMUSG00000081722.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081723.1",0,0,0,1,0,0,0,1
"ENSMUSG00000081724.3",0,0,0,0,0,0,0,0
"ENSMUSG00000081728.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081729.1",120,138,153,170,208,73,162,183
"ENSMUSG00000081730.1",0,0,0,1,0,3,0,0
"ENSMUSG00000081731.1",36,80,92,54,61,40,50,41
"ENSMUSG00000081732.1",46,70,55,86,69,52,34,64
"ENSMUSG00000081733.1",1547,825,1042,1213,1361,897,922,1679
"ENSMUSG00000081734.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081735.1",181,81,230,156,104,104,122,137
"ENSMUSG00000081736.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081737.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081738.1",3,7,14,12,13,11,6,3
"ENSMUSG00000081739.3",93,91,107,90,101,66,86,133
"ENSMUSG00000081740.3",8646,4518,7924,5332,6359,4946,5728,6797
"ENSMUSG00000081741.1",1,0,2,1,0,3,1,3
"ENSMUSG00000081742.2",1,2,0,1,0,0,0,1
"ENSMUSG00000081743.3",0,0,0,0,0,0,0,0
"ENSMUSG00000081744.1",6,3,0,2,7,3,0,1
"ENSMUSG00000081745.1",208,131,154,147,199,131,176,232
"ENSMUSG00000081746.2",0,2,2,1,0,2,0,1
"ENSMUSG00000081747.1",6,4,8,6,4,1,7,12
"ENSMUSG00000081748.1",0,1,2,1,2,1,1,4
"ENSMUSG00000081749.3",17,12,1,24,4,3,4,9
"ENSMUSG00000081750.3",616,1731,2327,2765,3714,2110,2726,3855
"ENSMUSG00000081751.1",2089,1017,2120,1444,1481,1274,1498,1775
"ENSMUSG00000081752.3",4293,3591,3974,5165,5714,3946,4725,6486
"ENSMUSG00000081755.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081756.1",100,77,84,85,87,77,95,111
"ENSMUSG00000081757.1",311,201,163,255,282,188,181,299
"ENSMUSG00000081758.1",454,559,230,659,627,430,398,862
"ENSMUSG00000081761.2",25,22,24,19,23,19,13,13
"ENSMUSG00000081762.1",1,0,0,0,0,0,0,0
"ENSMUSG00000081763.1",859,448,784,636,730,562,671,846
"ENSMUSG00000081765.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081766.3",5,0,2,5,0,0,0,2
"ENSMUSG00000081767.1",0,0,0,1,0,0,0,0
"ENSMUSG00000081768.2",3902,2576,1887,3468,4257,3102,2292,4050
"ENSMUSG00000081769.8",1,2,0,3,3,0,2,1
"ENSMUSG00000081770.1",10,2,14,4,5,9,6,4
"ENSMUSG00000081771.1",17,24,16,9,18,5,12,17
"ENSMUSG00000081772.1",8,9,27,4,8,4,10,6
"ENSMUSG00000081773.1",4,1,4,5,2,1,6,4
"ENSMUSG00000081774.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081775.1",0,1,1,1,0,0,1,11
"ENSMUSG00000081777.1",1,0,0,0,0,0,0,0
"ENSMUSG00000081778.1",6,21,10,21,25,4,18,12
"ENSMUSG00000081779.1",0,0,1,0,0,0,0,0
"ENSMUSG00000081781.1",86,120,46,138,141,94,81,161
"ENSMUSG00000081782.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081783.2",19144,15171,10842,17039,21093,13197,14235,25015
"ENSMUSG00000081784.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081786.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081787.1",219,358,138,362,358,221,203,617
"ENSMUSG00000081788.2",1166,1178,1091,842,851,768,916,1207
"ENSMUSG00000081789.1",181,240,166,293,346,155,256,372
"ENSMUSG00000081791.1",7,3,9,4,1,4,6,3
"ENSMUSG00000081792.4",853,410,1043,673,694,609,811,568
"ENSMUSG00000081793.1",2,2,0,1,3,1,4,1
"ENSMUSG00000081796.1",3,1,4,4,1,0,0,3
"ENSMUSG00000081797.1",4979,2946,4428,3844,3386,2728,2947,3761
"ENSMUSG00000081798.1",17,11,25,23,20,14,24,24
"ENSMUSG00000081799.1",1,2,1,1,0,0,0,1
"ENSMUSG00000081800.3",3634,1763,2005,2651,3210,2537,1976,2503
"ENSMUSG00000081801.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081803.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081804.1",0,0,2,30,1,3,0,0
"ENSMUSG00000081805.1",1584,1218,737,1618,1733,1130,884,1888
"ENSMUSG00000081806.1",0,0,0,0,0,2,0,0
"ENSMUSG00000081807.1",1,0,0,0,2,1,0,1
"ENSMUSG00000081809.2",2,1,0,6,1,2,0,2
"ENSMUSG00000081810.1",17329,8121,16347,12329,13780,10827,12442,15162
"ENSMUSG00000081811.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081812.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081813.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081814.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081816.1",53,71,38,104,169,92,82,184
"ENSMUSG00000081817.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081819.1",265,223,161,288,292,254,247,369
"ENSMUSG00000081820.1",1,0,0,0,0,1,0,1
"ENSMUSG00000081821.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081822.1",0,0,0,0,1,1,0,0
"ENSMUSG00000081823.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081824.5",5356,2996,6600,4836,6351,4904,5513,5741
"ENSMUSG00000081827.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081828.1",0,0,0,3,0,2,0,0
"ENSMUSG00000081829.1",47,28,53,48,52,52,52,54
"ENSMUSG00000081830.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081831.1",0,1,0,1,0,1,0,0
"ENSMUSG00000081832.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081833.1",483,384,312,342,455,273,249,494
"ENSMUSG00000081834.1",383,196,189,298,331,233,204,381
"ENSMUSG00000081835.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081836.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081837.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081838.1",0,1,1,0,1,0,0,1
"ENSMUSG00000081839.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081840.1",9,5,2,15,9,3,7,4
"ENSMUSG00000081841.1",4,2,4,2,1,1,1,2
"ENSMUSG00000081842.1",12,14,7,17,11,6,7,8
"ENSMUSG00000081843.1",1,1,6,7,2,3,0,4
"ENSMUSG00000081844.1",4,4,0,2,4,1,3,2
"ENSMUSG00000081845.1",3,5,3,8,4,3,11,11
"ENSMUSG00000081847.1",4,3,4,5,6,1,5,3
"ENSMUSG00000081848.1",1197,580,871,808,1137,891,998,906
"ENSMUSG00000081849.2",0,0,0,0,0,0,0,0
"ENSMUSG00000081850.1",0,2,0,1,3,2,0,0
"ENSMUSG00000081851.1",1,1,0,2,0,1,0,0
"ENSMUSG00000081852.1",7,5,10,8,12,1,8,11
"ENSMUSG00000081853.1",1,1,4,8,5,4,0,14
"ENSMUSG00000081854.1",3,2,3,4,1,3,2,3
"ENSMUSG00000081855.4",13525,6509,10083,9052,10226,8432,7066,12238
"ENSMUSG00000081856.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081857.1",229,161,139,205,175,146,142,262
"ENSMUSG00000081858.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081859.2",0,0,0,0,0,0,0,0
"ENSMUSG00000081860.1",12,6,2,5,645,478,5,158
"ENSMUSG00000081861.1",13,4,18,3,7,11,6,10
"ENSMUSG00000081862.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081863.1",0,0,0,0,1,0,0,0
"ENSMUSG00000081864.2",0,3,7,0,0,0,0,0
"ENSMUSG00000081865.1",7529,4905,6209,5929,6966,4609,5529,5576
"ENSMUSG00000081866.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081868.1",2,0,1,0,0,1,2,1
"ENSMUSG00000081869.1",2,3,2,2,2,3,0,2
"ENSMUSG00000081870.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081871.1",156,242,195,267,310,146,173,311
"ENSMUSG00000081872.1",0,0,0,0,0,0,0,1
"ENSMUSG00000081873.1",0,1,1,0,4,1,1,0
"ENSMUSG00000081874.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081875.1",72,75,86,114,109,82,61,94
"ENSMUSG00000081876.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081877.1",10,3,11,13,9,6,7,9
"ENSMUSG00000081878.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081879.1",0,0,0,1,0,0,1,0
"ENSMUSG00000081880.1",206,212,299,236,325,177,380,371
"ENSMUSG00000081881.1",0,0,0,0,0,0,1,0
"ENSMUSG00000081882.1",0,0,1,0,0,0,0,0
"ENSMUSG00000081883.2",6,2,0,7,4,1,0,4
"ENSMUSG00000081884.1",6,8,18,2,4,2,7,5
"ENSMUSG00000081885.1",902,957,1052,862,755,539,940,775
"ENSMUSG00000081886.1",277,165,144,207,304,216,282,328
"ENSMUSG00000081887.1",47,68,31,49,60,37,25,46
"ENSMUSG00000081888.1",777,692,598,910,1060,550,588,821
"ENSMUSG00000081889.1",0,0,0,0,0,0,0,1
"ENSMUSG00000081890.1",0,2,0,0,4,3,6,8
"ENSMUSG00000081891.1",2,5,2,4,4,6,5,4
"ENSMUSG00000081892.2",53,46,53,53,41,28,39,38
"ENSMUSG00000081893.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081894.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081895.3",17100,8099,10809,11557,13218,10326,8388,16083
"ENSMUSG00000081896.1",60,49,36,54,60,36,63,58
"ENSMUSG00000081897.1",2282,1037,1564,1638,1810,1591,1259,2053
"ENSMUSG00000081898.1",42,23,53,47,52,27,43,57
"ENSMUSG00000081900.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081901.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081903.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081904.2",0,0,0,0,0,0,0,0
"ENSMUSG00000081905.1",0,0,1,0,0,0,0,0
"ENSMUSG00000081906.2",729,353,533,531,440,363,315,512
"ENSMUSG00000081907.1",54,49,68,63,54,37,66,58
"ENSMUSG00000081908.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081909.1",0,0,1,0,0,2,1,1
"ENSMUSG00000081910.1",0,0,0,0,1,0,0,0
"ENSMUSG00000081911.1",2227,1035,1284,1490,1928,1437,1407,2065
"ENSMUSG00000081912.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081913.1",3,8,9,11,16,17,6,8
"ENSMUSG00000081914.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081916.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081917.1",19,15,21,25,25,10,25,22
"ENSMUSG00000081918.4",0,1,1,0,0,0,0,0
"ENSMUSG00000081919.2",0,0,0,0,0,0,0,0
"ENSMUSG00000081920.2",3,8,0,6,5,2,1,4
"ENSMUSG00000081921.1",6,6,18,16,18,3,18,16
"ENSMUSG00000081923.1",0,2,1,4,0,1,1,2
"ENSMUSG00000081924.1",2523,1373,1741,1796,2033,1591,1556,2413
"ENSMUSG00000081925.1",4,4,5,8,10,5,5,5
"ENSMUSG00000081926.1",8339,4499,8145,5687,6638,5449,6301,8077
"ENSMUSG00000081928.1",0,0,0,0,0,1,0,0
"ENSMUSG00000081929.1",11039,5919,9550,7652,8548,7102,7259,9861
"ENSMUSG00000081931.1",1,0,1,0,1,1,0,0
"ENSMUSG00000081932.1",10,14,16,24,16,12,9,10
"ENSMUSG00000081933.1",6,5,5,8,10,6,21,22
"ENSMUSG00000081934.1",6,2,7,3,11,2,6,2
"ENSMUSG00000081935.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081936.1",0,1,0,0,0,0,2,0
"ENSMUSG00000081937.1",7,15,0,1,2,2,11,3
"ENSMUSG00000081938.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081939.2",1,0,2,0,0,0,0,0
"ENSMUSG00000081940.1",41,25,18,46,23,22,21,62
"ENSMUSG00000081941.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081942.1",2,1,0,2,1,2,1,1
"ENSMUSG00000081943.1",52,34,56,44,42,33,18,22
"ENSMUSG00000081944.1",4,5,4,7,0,1,7,9
"ENSMUSG00000081945.2",0,0,0,0,0,0,0,0
"ENSMUSG00000081946.1",14,11,11,12,15,6,9,12
"ENSMUSG00000081947.2",0,0,1,0,0,0,0,0
"ENSMUSG00000081948.3",0,0,0,0,0,0,0,0
"ENSMUSG00000081949.3",14,13,10,17,19,26,13,19
"ENSMUSG00000081950.1",0,1,0,4,0,0,1,0
"ENSMUSG00000081951.1",5,6,7,13,16,8,2,11
"ENSMUSG00000081952.1",74,92,62,126,91,67,97,94
"ENSMUSG00000081953.1",4003,4927,2532,4436,6176,3169,4187,6272
"ENSMUSG00000081954.1",0,0,0,0,2,0,0,2
"ENSMUSG00000081955.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081957.5",8,12,12,11,22,3,7,15
"ENSMUSG00000081958.1",0,0,0,0,1,0,2,0
"ENSMUSG00000081959.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081960.3",0,0,0,0,0,0,0,0
"ENSMUSG00000081961.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081962.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081964.1",0,0,0,3,0,0,0,0
"ENSMUSG00000081965.1",2,0,3,0,3,1,0,2
"ENSMUSG00000081966.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081967.1",2920,1527,2155,2308,2674,2032,2096,2661
"ENSMUSG00000081968.1",27,18,22,23,15,19,11,22
"ENSMUSG00000081969.1",18,13,12,10,14,14,12,13
"ENSMUSG00000081970.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081971.1",12,10,7,12,5,13,4,8
"ENSMUSG00000081972.1",46,42,9,52,30,31,24,38
"ENSMUSG00000081973.1",434,576,232,690,619,425,287,662
"ENSMUSG00000081974.3",18,17,21,17,17,8,16,17
"ENSMUSG00000081975.1",8506,4682,6279,6664,7930,5631,5951,7329
"ENSMUSG00000081976.1",0,0,0,1,0,0,0,0
"ENSMUSG00000081978.1",2,1,0,2,0,3,0,0
"ENSMUSG00000081979.1",46,24,90,40,50,28,45,54
"ENSMUSG00000081980.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081982.5",0,0,0,0,0,0,0,0
"ENSMUSG00000081984.3",60,69,155,126,170,74,135,245
"ENSMUSG00000081985.1",47,19,30,45,33,37,42,59
"ENSMUSG00000081986.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081987.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081988.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081991.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081992.1",55943,35019,32920,47404,41170,30849,22369,49368
"ENSMUSG00000081993.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081994.1",0,3,4,1,2,0,1,0
"ENSMUSG00000081995.1",0,0,0,0,0,0,0,0
"ENSMUSG00000081996.1",10,8,9,19,9,6,9,24
"ENSMUSG00000081998.1",2,3,4,8,6,7,13,7
"ENSMUSG00000081999.3",11543,9593,8995,11960,15670,8505,10333,14710
"ENSMUSG00000082000.1",0,0,0,1,0,0,0,0
"ENSMUSG00000082001.3",0,0,0,0,0,0,0,0
"ENSMUSG00000082002.1",7,12,6,13,14,3,3,8
"ENSMUSG00000082005.1",11,7,7,13,3,5,11,7
"ENSMUSG00000082006.1",16,9,14,13,14,14,5,16
"ENSMUSG00000082007.1",0,0,0,0,0,0,0,2
"ENSMUSG00000082008.1",20,26,22,21,11,10,8,10
"ENSMUSG00000082009.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082010.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082011.1",0,1,1,0,0,0,0,0
"ENSMUSG00000082012.1",5,3,3,7,5,2,4,5
"ENSMUSG00000082013.1",9250,5019,7366,6386,8163,5656,7200,9300
"ENSMUSG00000082014.1",0,0,0,0,0,0,0,1
"ENSMUSG00000082015.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082016.3",2321,2614,1336,2862,3879,2099,2512,4267
"ENSMUSG00000082017.1",1,2,4,3,1,0,0,0
"ENSMUSG00000082018.2",25,26,18,13,28,12,22,21
"ENSMUSG00000082019.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082020.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082021.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082022.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082023.3",1697,908,1814,1468,1656,1078,1169,1792
"ENSMUSG00000082024.1",0,3,1,1,1,0,1,1
"ENSMUSG00000082025.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082026.1",26,8,21,14,13,11,10,24
"ENSMUSG00000082027.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082028.1",124,358,76,373,499,153,174,478
"ENSMUSG00000082029.1",15940,9967,7895,12901,15036,11324,9193,17678
"ENSMUSG00000082030.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082031.1",3,2,1,3,3,4,4,13
"ENSMUSG00000082032.1",694,398,331,554,691,478,434,770
"ENSMUSG00000082033.3",0,0,0,0,0,0,0,0
"ENSMUSG00000082035.1",17006,8294,12764,11608,12937,10366,9005,15552
"ENSMUSG00000082036.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082037.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082038.1",1,0,1,0,0,0,0,0
"ENSMUSG00000082039.2",6,7,19,24,6,6,9,12
"ENSMUSG00000082040.1",3,1,4,0,0,0,2,2
"ENSMUSG00000082042.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082043.1",72,41,45,45,68,44,60,69
"ENSMUSG00000082044.1",7685,3615,5491,5218,6737,5400,4780,6567
"ENSMUSG00000082045.4",1552,989,1240,1328,1644,1006,1226,1463
"ENSMUSG00000082046.1",4,5,4,24,4,12,4,16
"ENSMUSG00000082047.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082048.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082049.1",0,0,0,1,1,0,0,1
"ENSMUSG00000082051.1",38,33,116,39,36,36,84,60
"ENSMUSG00000082052.1",1951,2431,988,2743,2902,1872,1403,3403
"ENSMUSG00000082053.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082054.1",27,14,12,15,20,11,10,13
"ENSMUSG00000082056.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082057.1",1,0,0,0,0,3,0,0
"ENSMUSG00000082058.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082059.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082060.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082061.1",1840,943,1177,1286,1416,1103,1151,1768
"ENSMUSG00000082062.1",22380,16954,17159,21533,21601,15685,15174,26342
"ENSMUSG00000082063.1",57,41,54,66,79,44,66,92
"ENSMUSG00000082064.3",21859,15964,28226,21239,21298,14292,22528,22901
"ENSMUSG00000082065.1",0,6,0,2,1,2,1,5
"ENSMUSG00000082066.1",224,252,248,515,515,153,317,453
"ENSMUSG00000082068.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082069.2",0,0,0,0,0,0,0,0
"ENSMUSG00000082070.1",3788,2426,2210,2648,3385,2517,3144,3324
"ENSMUSG00000082071.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082072.1",327,586,418,842,743,486,569,804
"ENSMUSG00000082073.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082074.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082076.1",253,203,173,219,380,196,370,346
"ENSMUSG00000082077.1",0,0,0,0,0,1,0,0
"ENSMUSG00000082078.1",3,3,3,6,3,3,0,4
"ENSMUSG00000082079.1",13,21,14,12,19,11,29,32
"ENSMUSG00000082080.3",15,13,11,8,12,13,17,21
"ENSMUSG00000082081.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082082.1",17,13,6,20,16,15,5,28
"ENSMUSG00000082083.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082084.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082085.1",11,10,18,13,11,6,14,11
"ENSMUSG00000082087.4",1661,1415,1067,1004,1741,1023,1255,1494
"ENSMUSG00000082088.1",4,5,14,6,3,6,8,12
"ENSMUSG00000082089.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082090.1",3,0,0,10,5,1,5,2
"ENSMUSG00000082091.1",1,1,7,3,2,1,2,2
"ENSMUSG00000082092.1",0,0,0,1,0,0,0,1
"ENSMUSG00000082093.2",0,0,0,0,0,0,0,0
"ENSMUSG00000082095.1",36,35,29,32,79,63,81,53
"ENSMUSG00000082096.1",0,0,0,0,0,1,0,0
"ENSMUSG00000082097.1",1012,580,1296,780,796,624,857,782
"ENSMUSG00000082098.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082099.1",6514,3033,4435,4519,5275,4651,3697,5604
"ENSMUSG00000082100.1",287,277,262,322,325,230,343,374
"ENSMUSG00000082101.3",0,0,0,1,0,0,0,0
"ENSMUSG00000082103.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082104.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082106.3",0,0,0,0,0,0,0,0
"ENSMUSG00000082107.1",9123,9196,5696,10230,12728,7072,8628,11097
"ENSMUSG00000082108.3",21,16,75,22,41,59,13,27
"ENSMUSG00000082109.1",6969,4092,6109,5190,5552,4509,4809,6346
"ENSMUSG00000082110.1",2468,1171,2679,1847,2171,1870,2010,1895
"ENSMUSG00000082111.1",3,5,1,6,4,3,2,8
"ENSMUSG00000082112.1",0,1,0,4,1,4,0,6
"ENSMUSG00000082113.1",87,95,47,118,99,80,73,84
"ENSMUSG00000082114.2",1,5,0,1,3,1,3,3
"ENSMUSG00000082115.2",0,0,1,1,1,1,0,1
"ENSMUSG00000082116.1",2,0,0,1,0,0,0,0
"ENSMUSG00000082117.1",0,0,1,1,0,0,1,0
"ENSMUSG00000082118.1",3222,1274,2107,1936,2443,1824,2016,3569
"ENSMUSG00000082119.1",0,0,1,0,1,1,0,0
"ENSMUSG00000082120.1",3928,2590,2994,3692,3954,3264,3666,4275
"ENSMUSG00000082121.1",22,19,157,284,184,201,167,32
"ENSMUSG00000082122.1",8,9,10,9,11,5,8,6
"ENSMUSG00000082123.1",2,4,3,4,2,5,2,2
"ENSMUSG00000082125.1",1,4,0,1,4,4,1,1
"ENSMUSG00000082126.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082127.2",1827,1470,1543,1724,1835,1206,1354,1073
"ENSMUSG00000082128.1",8258,3959,7737,5874,6689,4599,7550,9588
"ENSMUSG00000082129.1",0,0,0,0,0,1,0,2
"ENSMUSG00000082130.1",22,49,40,208,266,31,103,237
"ENSMUSG00000082132.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082134.1",24,44,18,33,54,29,40,67
"ENSMUSG00000082135.1",0,0,2,2,0,0,0,0
"ENSMUSG00000082136.1",984,743,948,1091,1319,765,1221,1408
"ENSMUSG00000082138.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082139.1",0,2,4,2,1,1,0,2
"ENSMUSG00000082140.1",1,5,8,4,4,2,7,8
"ENSMUSG00000082141.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082142.1",22,18,18,17,7,5,6,5
"ENSMUSG00000082143.1",21,14,9,20,24,6,12,19
"ENSMUSG00000082144.1",1,2,4,4,4,2,6,5
"ENSMUSG00000082145.1",67,112,104,130,165,83,112,113
"ENSMUSG00000082146.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082147.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082148.1",8,9,10,7,22,5,11,15
"ENSMUSG00000082149.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082151.3",1047,570,1077,715,846,656,841,930
"ENSMUSG00000082152.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082154.1",6,23,13,13,16,9,20,29
"ENSMUSG00000082155.1",1,0,4,0,0,0,0,1
"ENSMUSG00000082156.1",0,0,0,0,0,0,0,0
"ENSMUSG00000082157.1",598,349,871,438,423,375,440,466
"ENSMUSG00000082158.1",0,0,0,0,1,0,0,0
"ENSMUSG00000082159.2",0,1,0,1,1,0,0,0
"ENSMUSG00000082160.1",57,36,32,62,58,31,25,58
"ENSMUSG00000082161.1",0,0,0,0,0,0,0,0
